Date,Team,Team Score,Opponent,Opponent Score,Team Result
12/1/13,North Dakota,76,Pacific,93,Loss
12/1/13,Kentucky,79,Providence,65,Win
12/1/13,Providence,65,Kentucky,79,Loss
12/1/13,Stanford,92,S Dakota St,60,Win
12/1/13,S Dakota St,60,Stanford,92,Loss
12/1/13,F Dickinson,58,Seton Hall,54,Win
12/1/13,Seton Hall,54,F Dickinson,58,Loss
12/1/13,Samford,76,Kentucky St,73,Win
12/1/13,Kentucky St,73,Samford,76,Loss
12/1/13,Kansas St,87,Cent Arkansas,54,Win
12/1/13,Cent Arkansas,54,Kansas St,87,Loss
12/1/13,DePaul,93,Oregon St,81,Win
12/1/13,Oregon St,81,DePaul,93,Loss
12/1/13,Portland,86,Southern Utah,57,Win
12/1/13,Southern Utah,57,Portland,86,Loss
12/1/13,Louisiana Tech,72,Jackson St,61,Win
12/1/13,Jackson St,61,Louisiana Tech,72,Loss
12/1/13,G Washington,60,Creighton,53,Win
12/1/13,Creighton,53,G Washington,60,Loss
12/1/13,Purdue,68,Siena,63,Win
12/1/13,Siena,63,Purdue,68,Loss
12/1/13,Memphis,73,Oklahoma St,68,Win
12/1/13,Oklahoma St,68,Memphis,73,Loss
12/1/13,Col Charleston,61,CS Fullerton,48,Win
12/1/13,CS Fullerton,48,Col Charleston,61,Loss
12/1/13,San Diego St,67,Marquette,59,Win
12/1/13,Marquette,59,San Diego St,67,Loss
12/1/13,Oregon,82,Cal Poly SLO,61,Win
12/1/13,Cal Poly SLO,61,Oregon,82,Loss
12/1/13,N Colorado,87,Prairie View,70,Win
12/1/13,Prairie View,70,N Colorado,87,Loss
12/1/13,St Joseph's PA,72,Washington St,67,Win
12/1/13,Washington St,67,St Joseph's PA,72,Loss
12/1/13,LSU,70,Butler,68,Win
12/1/13,Butler,68,LSU,70,Loss
12/1/13,Miami FL,60,Arizona St,57,Win
12/1/13,Arizona St,57,Miami FL,60,Loss
12/1/13,Gonzaga,86,Coppin St,51,Win
12/1/13,Coppin St,51,Gonzaga,86,Loss
12/1/13,SE Missouri St,82,Texas St,74,Win
12/1/13,Texas St,74,SE Missouri St,82,Loss
12/1/13,VA Commonwealth,81,Belmont,68,Win
12/1/13,Belmont,68,VA Commonwealth,81,Loss
12/1/13,Mississippi St,65,Loyola-Chicago,64,Win
12/1/13,Loyola-Chicago,64,Mississippi St,65,Loss
12/1/13,Elon,68,Columbia,65,Win
12/1/13,Columbia,65,Elon,68,Loss
12/1/13,Colgate,93,Binghamton,64,Win
12/1/13,Binghamton,64,Colgate,93,Loss
12/1/13,Dartmouth,81,Maine,56,Win
12/1/13,Maine,56,Dartmouth,81,Loss
12/1/13,Notre Dame,101,Cornell,67,Win
12/1/13,Cornell,67,Notre Dame,101,Loss
12/1/13,Charlotte,77,UNC Asheville,56,Win
12/1/13,UNC Asheville,56,Charlotte,77,Loss
12/1/13,Baylor,104,Hardin-Simmons,59,Win
12/1/13,Hardin-Simmons,59,Baylor,104,Loss
12/1/13,Wichita St,70,St Louis,65,Win
12/1/13,St Louis,65,Wichita St,70,Loss
12/1/13,SF Austin,71,High Point,68,Win
12/1/13,High Point,68,SF Austin,71,Loss
12/1/13,Drake,65,CS Bakersfield,57,Win
12/1/13,CS Bakersfield,57,Drake,65,Loss
12/1/13,Albany NY,66,NJIT,55,Win
12/1/13,NJIT,55,Albany NY,66,Loss
12/1/13,Iona,90,FL Gulf Coast,72,Win
12/1/13,FL Gulf Coast,72,Iona,90,Loss
12/1/13,Fresno St,71,Northern Arizona,67,Win
12/1/13,Northern Arizona,67,Fresno St,71,Loss
12/1/13,UAB,63,North Carolina,59,Win
12/1/13,North Carolina,59,UAB,63,Loss
12/1/13,Lehigh,76,Sacred Heart,64,Win
12/1/13,Sacred Heart,64,Lehigh,76,Loss
12/1/13,Kent,68,Kennesaw,51,Win
12/1/13,Kennesaw,51,Kent,68,Loss
12/1/13,Long Island,74,Norfolk St,72,Win
12/1/13,Norfolk St,72,Long Island,74,Loss
12/1/13,St Francis NY,70,Stony Brook,68,Win
12/1/13,Stony Brook,68,St Francis NY,70,Loss
12/1/13,MA Lowell,73,Mt Ida,45,Win
12/1/13,Mt Ida,45,MA Lowell,73,Loss
12/2/13,SMU,88,McNeese St,59,Win
12/2/13,McNeese St,59,SMU,88,Loss
12/2/13,Oklahoma,96,Mercer,82,Win
12/2/13,Mercer,82,Oklahoma,96,Loss
12/2/13,Arkansas St,86,Niagara,61,Win
12/2/13,Niagara,61,Arkansas St,86,Loss
12/2/13,Edwardsville,55,TX Pan American,49,Win
12/2/13,TX Pan American,49,Edwardsville,55,Loss
12/2/13,Troy,73,Alcorn St,70,Win
12/2/13,Alcorn St,70,Troy,73,Loss
12/2/13,Texas,70,Vanderbilt,64,Win
12/2/13,Vanderbilt,64,Texas,70,Loss
12/2/13,South Dakota,71,Utah Valley,67,Win
12/2/13,Utah Valley,67,South Dakota,71,Loss
12/2/13,Delaware St,72,Bap Bible PA,47,Win
12/2/13,Bap Bible PA,47,Delaware St,72,Loss
12/2/13,Seattle,77,UC Davis,53,Win
12/2/13,UC Davis,53,Seattle,77,Loss
12/2/13,California,73,UC Irvine,56,Win
12/2/13,UC Irvine,56,California,73,Loss
12/2/13,Loy Marymount,73,UC Riverside,69,Win
12/2/13,UC Riverside,69,Loy Marymount,73,Loss
12/2/13,N Dakota St,86,Valley City St,43,Win
12/2/13,Valley City St,43,N Dakota St,86,Loss
12/2/13,South Alabama,91,Spring Hill,41,Win
12/2/13,Spring Hill,41,South Alabama,91,Loss
12/2/13,Wyoming,79,Black Hills St,65,Win
12/2/13,Black Hills St,65,Wyoming,79,Loss
12/2/13,Morehead St,74,Wright St,69,Win
12/2/13,Wright St,69,Morehead St,74,Loss
12/2/13,Georgia,87,Chattanooga,56,Win
12/2/13,Chattanooga,56,Georgia,87,Loss
12/2/13,West Virginia,96,Loyola MD,47,Win
12/2/13,Loyola MD,47,West Virginia,96,Loss
12/2/13,Connecticut,65,Florida,64,Win
12/2/13,Florida,64,Connecticut,65,Loss
12/2/13,North Florida,90,Edward Waters,68,Win
12/2/13,Edward Waters,68,North Florida,90,Loss
12/2/13,Boston Univ,69,Quinnipiac,66,Win
12/2/13,Quinnipiac,66,Boston Univ,69,Loss
12/2/13,UMBC,64,MD E Shore,59,Win
12/2/13,MD E Shore,59,UMBC,64,Loss
12/2/13,Iowa St,99,Auburn,70,Win
12/2/13,Auburn,70,Iowa St,99,Loss
12/2/13,Bowling Green,74,W Kentucky,62,Win
12/2/13,W Kentucky,62,Bowling Green,74,Loss
12/3/13,Belmont,70,Middle Tenn St,58,Win
12/3/13,Middle Tenn St,58,Belmont,70,Loss
12/3/13,WI Milwaukee,83,Northern Iowa,72,Win
12/3/13,Northern Iowa,72,WI Milwaukee,83,Loss
12/3/13,Alabama A&M,66,Tennessee St,65,Win
12/3/13,Tennessee St,65,Alabama A&M,66,Loss
12/3/13,UT Arlington,81,Dallas Bap,53,Win
12/3/13,Dallas Bap,53,UT Arlington,81,Loss
12/3/13,NE Omaha,100,Waldorf,66,Win
12/3/13,Waldorf,66,NE Omaha,100,Loss
12/3/13,Pittsburgh,78,Penn St,69,Win
12/3/13,Penn St,69,Pittsburgh,78,Loss
12/3/13,Syracuse,69,Indiana,52,Win
12/3/13,Indiana,52,Syracuse,69,Loss
12/3/13,Delaware,85,Charleston So,80,Win
12/3/13,Charleston So,80,Delaware,85,Loss
12/3/13,Oral Roberts,74,Cameron,64,Win
12/3/13,Cameron,64,Oral Roberts,74,Loss
12/3/13,Arkansas,111,SE Louisiana,65,Win
12/3/13,SE Louisiana,65,Arkansas,111,Loss
12/3/13,Abilene Chr,93,Hillsdale Bap,53,Win
12/3/13,Hillsdale Bap,53,Abilene Chr,93,Loss
12/3/13,Creighton,78,Long Beach St,61,Win
12/3/13,Long Beach St,61,Creighton,78,Loss
12/3/13,Iowa,98,Notre Dame,93,Win
12/3/13,Notre Dame,93,Iowa,98,Loss
12/3/13,Boise St,69,Utah,67,Win
12/3/13,Utah,67,Boise St,69,Loss
12/3/13,UCLA,89,Santa Barbara,76,Win
12/3/13,Santa Barbara,76,UCLA,89,Loss
12/3/13,CS Northridge,84,Southern Utah,57,Win
12/3/13,Southern Utah,57,CS Northridge,84,Loss
12/3/13,Colorado,67,Colorado St,62,Win
12/3/13,Colorado St,62,Colorado,67,Loss
12/3/13,Arizona,79,Texas Tech,58,Win
12/3/13,Texas Tech,58,Arizona,79,Loss
12/3/13,Denver,75,Southern Univ,74,Win
12/3/13,Southern Univ,74,Denver,75,Loss
12/3/13,Duke,79,Michigan,69,Win
12/3/13,Michigan,69,Duke,79,Loss
12/3/13,Grand Canyon,82,Vanguard,73,Win
12/3/13,Vanguard,73,Grand Canyon,82,Loss
12/3/13,St Louis,68,Rockhurst,43,Win
12/3/13,Rockhurst,43,St Louis,68,Loss
12/3/13,Minnesota,71,Florida St,61,Win
12/3/13,Florida St,61,Minnesota,71,Loss
12/3/13,Ark Little Rock,88,Arkansas-FS,74,Win
12/3/13,Arkansas-FS,74,Ark Little Rock,88,Loss
12/3/13,Stetson,56,Bethune-Cookman,52,Win
12/3/13,Bethune-Cookman,52,Stetson,56,Loss
12/3/13,BYU,97,North Texas,67,Win
12/3/13,North Texas,67,BYU,97,Loss
12/3/13,Miami OH,94,IPFW,87,Win
12/3/13,IPFW,87,Miami OH,94,Loss
12/3/13,East Carolina,96,Fayetteville St,78,Win
12/3/13,Fayetteville St,78,East Carolina,96,Loss
12/3/13,Virginia Tech,81,Winthrop,63,Win
12/3/13,Winthrop,63,Virginia Tech,81,Loss
12/3/13,Cincinnati,86,SC Upstate,50,Win
12/3/13,SC Upstate,50,Cincinnati,86,Loss
12/3/13,NC Central,76,Old Dominion,69,Win
12/3/13,Old Dominion,69,NC Central,76,Loss
12/3/13,St Bonaventure,67,MA Lowell,58,Win
12/3/13,MA Lowell,58,St Bonaventure,67,Loss
12/3/13,Nova SE,77,Florida Intl,59,Win
12/3/13,Florida Intl,59,Nova SE,77,Loss
12/3/13,FL Atlantic,75,UCF,64,Win
12/3/13,UCF,64,FL Atlantic,75,Loss
12/3/13,Presbyterian,87,UNC Greensboro,66,Win
12/3/13,UNC Greensboro,66,Presbyterian,87,Loss
12/3/13,Georgia Tech,67,Illinois,64,Win
12/3/13,Illinois,64,Georgia Tech,67,Loss
12/3/13,Lafayette,77,Wagner,65,Win
12/3/13,Wagner,65,Lafayette,77,Loss
12/3/13,Jacksonville,88,Trinity Bap,75,Win
12/3/13,Trinity Bap,75,Jacksonville,88,Loss
12/3/13,Clemson,65,S Carolina St,49,Win
12/3/13,S Carolina St,49,Clemson,65,Loss
12/3/13,UNC Wilmington,69,Campbell,50,Win
12/3/13,Campbell,50,UNC Wilmington,69,Loss
12/3/13,Elon,87,VMI,70,Win
12/3/13,VMI,70,Elon,87,Loss
12/3/13,Massachusetts,69,E Michigan,57,Win
12/3/13,E Michigan,57,Massachusetts,69,Loss
12/4/13,NC State,69,Northwestern,48,Win
12/4/13,Northwestern,48,NC State,69,Loss
12/4/13,ULL,89,Louisiana Tech,80,Win
12/4/13,Louisiana Tech,80,ULL,89,Loss
12/4/13,Bryant,72,Yale,64,Win
12/4/13,Yale,64,Bryant,72,Loss
12/4/13,American Univ,76,Howard,53,Win
12/4/13,Howard,53,American Univ,76,Loss
12/4/13,SMU,73,IL Chicago,65,Win
12/4/13,IL Chicago,65,SMU,73,Loss
12/4/13,Murray St,65,Evansville,63,Win
12/4/13,Evansville,63,Murray St,65,Loss
12/4/13,Davidson,87,Charlotte,78,Win
12/4/13,Charlotte,78,Davidson,87,Loss
12/4/13,Youngstown St,84,Robert Morris,76,Win
12/4/13,Robert Morris,76,Youngstown St,84,Loss
12/4/13,Navy,79,Citadel,74,Win
12/4/13,Citadel,74,Navy,79,Loss
12/4/13,Radford,111,Central Penn,72,Win
12/4/13,Central Penn,72,Radford,111,Loss
12/4/13,La Salle,75,Hartford,62,Win
12/4/13,Hartford,62,La Salle,75,Loss
12/4/13,Longwood,95,WV Tech,80,Win
12/4/13,WV Tech,80,Longwood,95,Loss
12/4/13,Stony Brook,77,F Dickinson,62,Win
12/4/13,F Dickinson,62,Stony Brook,77,Loss
12/4/13,Toledo,91,Detroit,75,Win
12/4/13,Detroit,75,Toledo,91,Loss
12/4/13,Seton Hall,92,Long Island,81,Win
12/4/13,Long Island,81,Seton Hall,92,Loss
12/4/13,Lehigh,57,St Francis PA,50,Win
12/4/13,St Francis PA,50,Lehigh,57,Loss
12/4/13,North Carolina,79,Michigan St,65,Win
12/4/13,Michigan St,65,North Carolina,79,Loss
12/4/13,New Mexico,79,New Mexico St,70,Win
12/4/13,New Mexico St,70,New Mexico,79,Loss
12/4/13,Missouri St,81,Cameron,57,Win
12/4/13,Cameron,57,Missouri St,81,Loss
12/4/13,IUPUI,72,Bradley,66,Win
12/4/13,Bradley,66,IUPUI,72,Loss
12/4/13,CS Fullerton,78,Pepperdine,64,Win
12/4/13,Pepperdine,64,CS Fullerton,78,Loss
12/4/13,UT San Antonio,90,Huston-Tillot,62,Win
12/4/13,Huston-Tillot,62,UT San Antonio,90,Loss
12/4/13,Purdue,88,Boston College,67,Win
12/4/13,Boston College,67,Purdue,88,Loss
12/4/13,Nebraska,60,Miami FL,49,Win
12/4/13,Miami FL,49,Nebraska,60,Loss
12/4/13,Texas A&M,74,Houston,57,Win
12/4/13,Houston,57,Texas A&M,74,Loss
12/4/13,Alabama,76,North Florida,48,Win
12/4/13,North Florida,48,Alabama,76,Loss
12/4/13,Temple,77,St Joseph's PA,69,Win
12/4/13,St Joseph's PA,69,Temple,77,Loss
12/4/13,Villanova,77,Penn,54,Win
12/4/13,Penn,54,Villanova,77,Loss
12/4/13,Incarnate Word,77,St Edward's,67,Win
12/4/13,St Edward's,67,Incarnate Word,77,Loss
12/4/13,Tulsa,98,TX Southern,71,Win
12/4/13,TX Southern,71,Tulsa,98,Loss
12/4/13,TN Martin,89,Samford,73,Win
12/4/13,Samford,73,TN Martin,89,Loss
12/4/13,S Dakota St,88,Dakota St,62,Win
12/4/13,Dakota St,62,S Dakota St,88,Loss
12/4/13,Bucknell,66,Kent,59,Win
12/4/13,Kent,59,Bucknell,66,Loss
12/4/13,NJIT,81,Maine,72,Win
12/4/13,Maine,72,NJIT,81,Loss
12/4/13,Texas St,79,Cedarville,58,Win
12/4/13,Cedarville,58,Texas St,79,Loss
12/4/13,Loyola MD,87,Catholic,75,Win
12/4/13,Catholic,75,Loyola MD,87,Loss
12/4/13,Richmond,71,William & Mary,60,Win
12/4/13,William & Mary,60,Richmond,71,Loss
12/4/13,Illinois St,75,Chicago St,56,Win
12/4/13,Chicago St,56,Illinois St,75,Loss
12/4/13,Southern Miss,74,Morehead St,60,Win
12/4/13,Morehead St,60,Southern Miss,74,Loss
12/4/13,ETSU,80,Austin Peay,74,Win
12/4/13,Austin Peay,74,ETSU,80,Loss
12/4/13,Houston Bap,73,Rice,71,Win
12/4/13,Rice,71,Houston Bap,73,Loss
12/4/13,Wake Forest,72,Tulane,57,Win
12/4/13,Tulane,57,Wake Forest,72,Loss
12/4/13,Dayton,56,Delaware St,46,Win
12/4/13,Delaware St,46,Dayton,56,Loss
12/4/13,G Washington,93,Rutgers,87,Win
12/4/13,Rutgers,87,G Washington,93,Loss
12/4/13,Harvard,72,Northeastern,64,Win
12/4/13,Northeastern,64,Harvard,72,Loss
12/4/13,South Florida,68,George Mason,66,Win
12/4/13,George Mason,66,South Florida,68,Loss
12/4/13,Sacred Heart,73,Hofstra,59,Win
12/4/13,Hofstra,59,Sacred Heart,73,Loss
12/4/13,Drexel,85,Cleveland St,82,Win
12/4/13,Cleveland St,82,Drexel,85,Loss
12/4/13,Wofford,65,Gardner Webb,62,Win
12/4/13,Gardner Webb,62,Wofford,65,Loss
12/4/13,Appalachian St,78,North Greenville,70,Win
12/4/13,North Greenville,70,Appalachian St,78,Loss
12/4/13,Valparaiso,69,Ball St,50,Win
12/4/13,Ball St,50,Valparaiso,69,Loss
12/4/13,Iona,83,Marist,74,Win
12/4/13,Marist,74,Iona,83,Loss
12/4/13,Coastal Car,76,W Carolina,68,Win
12/4/13,W Carolina,68,Coastal Car,76,Loss
12/4/13,Fordham,79,Furman,48,Win
12/4/13,Furman,48,Fordham,79,Loss
12/4/13,Georgia St,71,Young Harris,54,Win
12/4/13,Young Harris,54,Georgia St,71,Loss
12/4/13,Central Conn,65,New Hampshire,56,Win
12/4/13,New Hampshire,56,Central Conn,65,Loss
12/4/13,Duquesne,94,UMBC,88,Win
12/4/13,UMBC,88,Duquesne,94,Loss
12/4/13,Holy Cross,62,Albany NY,57,Win
12/4/13,Albany NY,57,Holy Cross,62,Loss
12/4/13,Binghamton,74,Mt St Mary's,70,Win
12/4/13,Mt St Mary's,70,Binghamton,74,Loss
12/4/13,W Illinois,60,E Illinois,32,Win
12/4/13,E Illinois,32,W Illinois,60,Loss
12/4/13,Louisville,90,Missouri KC,62,Win
12/4/13,Missouri KC,62,Louisville,90,Loss
12/4/13,Wisconsin,48,Virginia,38,Win
12/4/13,Virginia,38,Wisconsin,48,Loss
12/4/13,Ga Southern,75,Brewton-Parker,66,Win
12/4/13,Brewton-Parker,66,Ga Southern,75,Loss
12/4/13,Columbia,81,Army,64,Win
12/4/13,Army,64,Columbia,81,Loss
12/4/13,Ohio St,76,Maryland,60,Win
12/4/13,Maryland,60,Ohio St,76,Loss
12/5/13,Alabama A&M,70,Oakwood,58,Win
12/5/13,Oakwood,58,Alabama A&M,70,Loss
12/5/13,Norfolk St,91,Florida A&M,87,Win
12/5/13,Florida A&M,87,Norfolk St,91,Loss
12/5/13,Providence,50,Rhode Island,49,Win
12/5/13,Rhode Island,49,Providence,50,Loss
12/5/13,Georgetown,80,High Point,45,Win
12/5/13,High Point,45,Georgetown,80,Loss
12/5/13,Oklahoma,78,TAM C. Christi,56,Win
12/5/13,TAM C. Christi,56,Oklahoma,78,Loss
12/5/13,N Illinois,64,Dartmouth,57,Win
12/5/13,Dartmouth,57,N Illinois,64,Loss
12/5/13,Seattle,58,CS Northridge,53,Win
12/5/13,CS Northridge,53,Seattle,58,Loss
12/5/13,San Diego St,65,San Diego,64,Win
12/5/13,San Diego,64,San Diego St,65,Loss
12/5/13,Santa Clara,60,CS Bakersfield,42,Win
12/5/13,CS Bakersfield,42,Santa Clara,60,Loss
12/5/13,Kansas St,61,Mississippi,58,Win
12/5/13,Mississippi,58,Kansas St,61,Loss
12/5/13,UC Riverside,92,La Verne,77,Win
12/5/13,La Verne,77,UC Riverside,92,Loss
12/5/13,Boise St,80,Carroll MT,52,Win
12/5/13,Carroll MT,52,Boise St,80,Loss
12/5/13,Air Force,94,South Dakota,86,Win
12/5/13,South Dakota,86,Air Force,94,Loss
12/5/13,Vanderbilt,69,Marshall,67,Win
12/5/13,Marshall,67,Vanderbilt,69,Loss
12/5/13,NC A&T,62,Wright St,59,Win
12/5/13,Wright St,59,NC A&T,62,Loss
12/5/13,VA Commonwealth,71,E Kentucky,68,Win
12/5/13,E Kentucky,68,VA Commonwealth,71,Loss
12/5/13,Missouri,80,West Virginia,71,Win
12/5/13,West Virginia,71,Missouri,80,Loss
12/5/13,Rider,89,Monmouth NJ,83,Win
12/5/13,Monmouth NJ,83,Rider,89,Loss
12/5/13,Presbyterian,91,Montreat And,58,Win
12/5/13,Montreat And,58,Presbyterian,91,Loss
12/5/13,TCU,71,Mississippi St,61,Win
12/5/13,Mississippi St,61,TCU,71,Loss
12/5/13,Lipscomb,87,Tennessee Tech,79,Win
12/5/13,Tennessee Tech,79,Lipscomb,87,Loss
12/5/13,Coastal Car,89,NC Wesleyan,54,Win
12/5/13,NC Wesleyan,54,Coastal Car,89,Loss
12/6/13,Idaho St,77,Carroll MT,50,Win
12/6/13,Carroll MT,50,Idaho St,77,Loss
12/6/13,SF Austin,70,James Madison,57,Win
12/6/13,James Madison,57,SF Austin,70,Loss
12/6/13,Quinnipiac,83,Fairfield,79,Win
12/6/13,Fairfield,79,Quinnipiac,83,Loss
12/6/13,Santa Barbara,72,California,65,Win
12/6/13,California,65,Santa Barbara,72,Loss
12/6/13,Baylor,67,Kentucky,62,Win
12/6/13,Kentucky,62,Baylor,67,Loss
12/6/13,Oklahoma St,79,South Carolina,52,Win
12/6/13,South Carolina,52,Oklahoma St,79,Loss
12/6/13,Sam Houston St,67,Towson,55,Win
12/6/13,Towson,55,Sam Houston St,67,Loss
12/6/13,Arizona St,78,DePaul,56,Win
12/6/13,DePaul,56,Arizona St,78,Loss
12/6/13,Pittsburgh,85,Loy Marymount,68,Win
12/6/13,Loy Marymount,68,Pittsburgh,85,Loss
12/6/13,Connecticut,95,Maine,68,Win
12/6/13,Maine,68,Connecticut,95,Loss
12/6/13,Manhattan,70,Marist,59,Win
12/6/13,Marist,59,Manhattan,70,Loss
12/6/13,Canisius,82,St Peter's,67,Win
12/6/13,St Peter's,67,Canisius,82,Loss
12/6/13,Siena,84,Niagara,71,Win
12/6/13,Niagara,71,Siena,84,Loss
12/7/13,Butler,79,North Dakota,64,Win
12/7/13,North Dakota,64,Butler,79,Loss
12/7/13,Hampton,72,Florida A&M,62,Win
12/7/13,Florida A&M,62,Hampton,72,Loss
12/7/13,Norfolk St,59,Bethune-Cookman,45,Win
12/7/13,Bethune-Cookman,45,Norfolk St,59,Loss
12/7/13,San Jose St,72,Houston,68,Win
12/7/13,Houston,68,San Jose St,72,Loss
12/7/13,Arizona,63,UNLV,58,Win
12/7/13,UNLV,58,Arizona,63,Loss
12/7/13,Davidson,105,J&W NC,63,Win
12/7/13,J&W NC,63,Davidson,105,Loss
12/7/13,Iowa St,91,Northern Iowa,82,Win
12/7/13,Northern Iowa,82,Iowa St,91,Loss
12/7/13,Princeton,77,F Dickinson,55,Win
12/7/13,F Dickinson,55,Princeton,77,Loss
12/7/13,Syracuse,93,Binghamton,65,Win
12/7/13,Binghamton,65,Syracuse,93,Loss
12/7/13,Bucknell,57,Columbia,52,Win
12/7/13,Columbia,52,Bucknell,57,Loss
12/7/13,North Carolina,81,UNC Greensboro,50,Win
12/7/13,UNC Greensboro,50,North Carolina,81,Loss
12/7/13,Oakland,73,Ohio,56,Win
12/7/13,Ohio,56,Oakland,73,Loss
12/7/13,Ga Southern,79,S Carolina St,61,Win
12/7/13,S Carolina St,61,Ga Southern,79,Loss
12/7/13,Hartford,90,Holy Cross,78,Win
12/7/13,Holy Cross,78,Hartford,90,Loss
12/7/13,Radford,72,NC A&T,52,Win
12/7/13,NC A&T,52,Radford,72,Loss
12/7/13,Toledo,80,Robert Morris,77,Win
12/7/13,Robert Morris,77,Toledo,80,Loss
12/7/13,W Kentucky,69,S Illinois,60,Win
12/7/13,S Illinois,60,W Kentucky,69,Loss
12/7/13,Loyola-Chicago,73,IL Chicago,70,Win
12/7/13,IL Chicago,70,Loyola-Chicago,73,Loss
12/7/13,St Francis PA,72,Cornell,62,Win
12/7/13,Cornell,62,St Francis PA,72,Loss
12/7/13,WI Milwaukee,73,Bradley,67,Win
12/7/13,Bradley,67,WI Milwaukee,73,Loss
12/7/13,E Kentucky,76,Longwood,67,Win
12/7/13,Longwood,67,E Kentucky,76,Loss
12/7/13,Utah,90,Fresno St,77,Win
12/7/13,Fresno St,77,Utah,90,Loss
12/7/13,Florida Intl,72,FL Gulf Coast,61,Win
12/7/13,FL Gulf Coast,61,Florida Intl,72,Loss
12/7/13,WI Green Bay,75,Virginia,72,Win
12/7/13,Virginia,72,WI Green Bay,75,Loss
12/7/13,Northwestern,51,W Michigan,35,Win
12/7/13,W Michigan,35,Northwestern,51,Loss
12/7/13,Yale,71,New Hampshire,61,Win
12/7/13,New Hampshire,61,Yale,71,Loss
12/7/13,Ohio St,74,Central Conn,56,Win
12/7/13,Central Conn,56,Ohio St,74,Loss
12/7/13,Nicholls St,87,Loyola NO,62,Win
12/7/13,Loyola NO,62,Nicholls St,87,Loss
12/7/13,UCF,77,Stetson,58,Win
12/7/13,Stetson,58,UCF,77,Loss
12/7/13,UTEP,69,CS Sacramento,51,Win
12/7/13,CS Sacramento,51,UTEP,69,Loss
12/7/13,Wyoming,67,South Dakota,66,Win
12/7/13,South Dakota,66,Wyoming,67,Loss
12/7/13,Cal Poly SLO,64,Santa Clara,53,Win
12/7/13,Santa Clara,53,Cal Poly SLO,64,Loss
12/7/13,Pacific,78,Utah St,68,Win
12/7/13,Utah St,68,Pacific,78,Loss
12/7/13,SF Austin,79,Towson,69,Win
12/7/13,Towson,69,SF Austin,79,Loss
12/7/13,Montana St,109,Walla Walla,54,Win
12/7/13,Walla Walla,54,Montana St,109,Loss
12/7/13,New Mexico,63,Cincinnati,54,Win
12/7/13,Cincinnati,54,New Mexico,63,Loss
12/7/13,Gonzaga,80,New Mexico St,68,Win
12/7/13,New Mexico St,68,Gonzaga,80,Loss
12/7/13,MS Valley St,89,Tougaloo,81,Win
12/7/13,Tougaloo,81,MS Valley St,89,Loss
12/7/13,Utah Valley,89,St Katherine,37,Win
12/7/13,St Katherine,37,Utah Valley,89,Loss
12/7/13,Portland,92,Portland St,76,Win
12/7/13,Portland St,76,Portland,92,Loss
12/7/13,Pepperdine,75,UC Irvine,69,Win
12/7/13,UC Irvine,69,Pepperdine,75,Loss
12/7/13,Nevada,87,UC Davis,81,Win
12/7/13,UC Davis,81,Nevada,87,Loss
12/7/13,Hawaii,76,Northern Arizona,66,Win
12/7/13,Northern Arizona,66,Hawaii,76,Loss
12/7/13,Morgan St,87,Howard,58,Win
12/7/13,Howard,58,Morgan St,87,Loss
12/7/13,Furman,74,Presbyterian,59,Win
12/7/13,Presbyterian,59,Furman,74,Loss
12/7/13,South Florida,66,Alabama,64,Win
12/7/13,Alabama,64,South Florida,66,Loss
12/7/13,Indiana,89,North Florida,68,Win
12/7/13,North Florida,68,Indiana,89,Loss
12/7/13,Liberty,84,Greensboro,47,Win
12/7/13,Greensboro,47,Liberty,84,Loss
12/7/13,Sam Houston St,77,James Madison,76,Win
12/7/13,James Madison,76,Sam Houston St,77,Loss
12/7/13,IPFW,80,Dartmouth,64,Win
12/7/13,Dartmouth,64,IPFW,80,Loss
12/7/13,W Illinois,77,Grace Bib,43,Win
12/7/13,Grace Bib,43,W Illinois,77,Loss
12/7/13,Iowa,83,Drake,66,Win
12/7/13,Drake,66,Iowa,83,Loss
12/7/13,Seattle,74,CS Fullerton,65,Win
12/7/13,CS Fullerton,65,Seattle,74,Loss
12/7/13,Troy,85,Alabama St,69,Win
12/7/13,Alabama St,69,Troy,85,Loss
12/7/13,UT San Antonio,72,TX Pan American,65,Win
12/7/13,TX Pan American,65,UT San Antonio,72,Loss
12/7/13,Louisiana Tech,69,Southern Univ,50,Win
12/7/13,Southern Univ,50,Louisiana Tech,69,Loss
12/7/13,C Michigan,65,Edwardsville,64,Win
12/7/13,Edwardsville,64,C Michigan,65,Loss
12/7/13,Murray St,73,Lipscomb,69,Win
12/7/13,Lipscomb,69,Murray St,73,Loss
12/7/13,Missouri,80,UCLA,71,Win
12/7/13,UCLA,71,Missouri,80,Loss
12/7/13,Brown,72,American Univ,67,Win
12/7/13,American Univ,67,Brown,72,Loss
12/7/13,Louisville,113,ULL,74,Win
12/7/13,ULL,74,Louisville,113,Loss
12/7/13,Gardner Webb,67,Citadel,55,Win
12/7/13,Citadel,55,Gardner Webb,67,Loss
12/7/13,St John's,104,Fordham,58,Win
12/7/13,Fordham,58,St John's,104,Loss
12/7/13,Villanova,98,St Joseph's PA,68,Win
12/7/13,St Joseph's PA,68,Villanova,98,Loss
12/7/13,Tennessee,84,Tennessee Tech,63,Win
12/7/13,Tennessee Tech,63,Tennessee,84,Loss
12/7/13,Illinois St,81,Dayton,75,Win
12/7/13,Dayton,75,Illinois St,81,Loss
