Date,Team,Team Score,Opponent,Opponent Score,Team Result
2/5/14,Loyola MD,62,American Univ,58,Win
2/5/14,American Univ,58,Loyola MD,62,Loss
2/5/14,Dayton,84,George Mason,67,Win
2/5/14,George Mason,67,Dayton,84,Loss
2/5/14,Illinois St,76,Northern Iowa,65,Win
2/5/14,Northern Iowa,65,Illinois St,76,Loss
2/5/14,William & Mary,54,UNC Wilmington,50,Win
2/5/14,UNC Wilmington,50,William & Mary,54,Loss
2/5/14,W Michigan,90,Ohio,74,Win
2/5/14,Ohio,74,W Michigan,90,Loss
2/5/14,Northeastern,81,Hofstra,73,Win
2/5/14,Hofstra,73,Northeastern,81,Loss
2/5/14,Delaware,67,Col Charleston,64,Win
2/5/14,Col Charleston,64,Delaware,67,Loss
2/5/14,G Washington,71,Duquesne,57,Win
2/5/14,Duquesne,57,G Washington,71,Loss
2/5/14,VMI,108,Gardner Webb,104,Win
2/5/14,Gardner Webb,104,VMI,108,Loss
2/5/14,C Michigan,78,Kent,73,Win
2/5/14,Kent,73,C Michigan,78,Loss
2/5/14,Towson,80,James Madison,71,Win
2/5/14,James Madison,71,Towson,80,Loss
2/5/14,Utah St,83,Nevada,75,Win
2/5/14,Nevada,75,Utah St,83,Loss
2/5/14,Army,70,Lehigh,51,Win
2/5/14,Lehigh,51,Army,70,Loss
2/5/14,High Point,77,Coastal Car,74,Win
2/5/14,Coastal Car,74,High Point,77,Loss
2/5/14,West Virginia,91,Oklahoma,86,Win
2/5/14,Oklahoma,86,West Virginia,91,Loss
2/5/14,Lafayette,66,Bucknell,58,Win
2/5/14,Bucknell,58,Lafayette,66,Loss
2/5/14,Akron,52,E Michigan,48,Win
2/5/14,E Michigan,48,Akron,52,Loss
2/5/14,Albany NY,73,MA Lowell,56,Win
2/5/14,MA Lowell,56,Albany NY,73,Loss
2/5/14,Michigan,79,Nebraska,50,Win
2/5/14,Nebraska,50,Michigan,79,Loss
2/5/14,Gonzaga,71,Portland,66,Win
2/5/14,Portland,66,Gonzaga,71,Loss
2/5/14,Fresno St,68,Air Force,51,Win
2/5/14,Air Force,51,Fresno St,68,Loss
2/5/14,Virginia,77,Boston College,67,Win
2/5/14,Boston College,67,Virginia,77,Loss
2/5/14,Richmond,64,St Bonaventure,62,Win
2/5/14,St Bonaventure,62,Richmond,64,Loss
2/5/14,Massachusetts,79,La Salle,67,Win
2/5/14,La Salle,67,Massachusetts,79,Loss
2/6/14,Marist,68,Rider,61,Win
2/6/14,Rider,61,Marist,68,Loss
2/6/14,Troy,79,South Alabama,74,Win
2/6/14,South Alabama,74,Troy,79,Loss
2/6/14,Abilene Chr,87,Houston Bap,81,Win
2/6/14,Houston Bap,81,Abilene Chr,87,Loss
2/6/14,Northwestern LA,85,McNeese St,74,Win
2/6/14,McNeese St,74,Northwestern LA,85,Loss
2/6/14,Michigan St,82,Penn St,67,Win
2/6/14,Penn St,67,Michigan St,82,Loss
2/6/14,Montana,82,Portland St,76,Win
2/6/14,Portland St,76,Montana,82,Loss
2/6/14,Incarnate Word,82,TAM C. Christi,78,Win
2/6/14,TAM C. Christi,78,Incarnate Word,82,Loss
2/6/14,Arizona,67,Oregon,65,Win
2/6/14,Oregon,65,Arizona,67,Loss
2/6/14,SMU,75,Temple,52,Win
2/6/14,Temple,52,SMU,75,Loss
2/6/14,S Dakota St,79,IPFW,51,Win
2/6/14,IPFW,51,S Dakota St,79,Loss
2/6/14,N Dakota St,66,IUPUI,60,Win
2/6/14,IUPUI,60,N Dakota St,66,Loss
2/6/14,Edwardsville,93,SE Missouri St,88,Win
2/6/14,SE Missouri St,88,Edwardsville,93,Loss
2/6/14,Oral Roberts,79,New Orleans,59,Win
2/6/14,New Orleans,59,Oral Roberts,79,Loss
2/6/14,ULL,92,UT Arlington,89,Win
2/6/14,UT Arlington,89,ULL,92,Loss
2/6/14,Austin Peay,75,Tennessee St,65,Win
2/6/14,Tennessee St,65,Austin Peay,75,Loss
2/6/14,E Washington,79,Montana St,50,Win
2/6/14,Montana St,50,E Washington,79,Loss
2/6/14,UC Irvine,61,Long Beach St,58,Win
2/6/14,Long Beach St,58,UC Irvine,61,Loss
2/6/14,Arizona St,86,Oregon St,82,Win
2/6/14,Oregon St,82,Arizona St,86,Loss
2/6/14,Seattle,83,TX Pan American,62,Win
2/6/14,TX Pan American,62,Seattle,83,Loss
2/6/14,CS Sacramento,87,Northern Arizona,70,Win
2/6/14,Northern Arizona,70,CS Sacramento,87,Loss
2/6/14,NJIT,110,Wheelock,46,Win
2/6/14,Wheelock,46,NJIT,110,Loss
2/6/14,Winthrop,92,Barber-Scotia,62,Win
2/6/14,Barber-Scotia,62,Winthrop,92,Loss
2/6/14,BYU,89,Santa Clara,76,Win
2/6/14,Santa Clara,76,BYU,89,Loss
2/6/14,Santa Barbara,75,Hawaii,64,Win
2/6/14,Hawaii,64,Santa Barbara,75,Loss
2/6/14,SF Austin,93,Nicholls St,64,Win
2/6/14,Nicholls St,64,SF Austin,93,Loss
2/6/14,Weber St,84,North Dakota,72,Win
2/6/14,North Dakota,72,Weber St,84,Loss
2/6/14,Utah,78,Washington,69,Win
2/6/14,Washington,69,Utah,78,Loss
2/6/14,Utah Valley,79,Grand Canyon,68,Win
2/6/14,Grand Canyon,68,Utah Valley,79,Loss
2/6/14,Idaho,73,New Mexico St,67,Win
2/6/14,New Mexico St,67,Idaho,73,Loss
2/6/14,UC Davis,90,CS Northridge,86,Win
2/6/14,CS Northridge,86,UC Davis,90,Loss
2/6/14,Idaho St,73,N Colorado,70,Win
2/6/14,N Colorado,70,Idaho St,73,Loss
2/6/14,UC Riverside,72,CS Fullerton,69,Win
2/6/14,CS Fullerton,69,UC Riverside,72,Loss
2/6/14,North Florida,54,Stetson,52,Win
2/6/14,Stetson,52,North Florida,54,Loss
2/6/14,Georgia,91,LSU,78,Win
2/6/14,LSU,78,Georgia,91,Loss
2/6/14,St Mary's CA,77,Loy Marymount,58,Win
2/6/14,Loy Marymount,58,St Mary's CA,77,Loss
2/6/14,Pepperdine,80,Pacific,69,Win
2/6/14,Pacific,69,Pepperdine,80,Loss
2/6/14,Bryant,79,Central Conn,68,Win
2/6/14,Central Conn,68,Bryant,79,Loss
2/6/14,Cincinnati,63,Connecticut,58,Win
2/6/14,Connecticut,58,Cincinnati,63,Loss
2/6/14,Lipscomb,77,SC Upstate,75,Win
2/6/14,SC Upstate,75,Lipscomb,77,Loss
2/6/14,Appalachian St,54,Citadel,45,Win
2/6/14,Citadel,45,Appalachian St,54,Loss
2/6/14,Old Dominion,69,UT San Antonio,61,Win
2/6/14,UT San Antonio,61,Old Dominion,69,Loss
2/6/14,Georgia St,68,Ark Little Rock,57,Win
2/6/14,Ark Little Rock,57,Georgia St,68,Loss
2/6/14,ETSU,64,N Kentucky,50,Win
2/6/14,N Kentucky,50,ETSU,64,Loss
2/6/14,UTEP,58,East Carolina,47,Win
2/6/14,East Carolina,47,UTEP,58,Loss
2/6/14,Belmont,99,Murray St,96,Win
2/6/14,Murray St,96,Belmont,99,Loss
2/6/14,San Francisco,74,San Diego,67,Win
2/6/14,San Diego,67,San Francisco,74,Loss
2/6/14,Rice,75,North Texas,70,Win
2/6/14,North Texas,70,Rice,75,Loss
2/6/14,Texas St,65,ULM,57,Win
2/6/14,ULM,57,Texas St,65,Loss
2/6/14,Wofford,74,Ga Southern,61,Win
2/6/14,Ga Southern,61,Wofford,74,Loss
2/6/14,FL Gulf Coast,100,Jacksonville,71,Win
2/6/14,Jacksonville,71,FL Gulf Coast,100,Loss
2/6/14,VA Commonwealth,68,Rhode Island,52,Win
2/6/14,Rhode Island,52,VA Commonwealth,68,Loss
2/6/14,Wagner,75,F Dickinson,68,Win
2/6/14,F Dickinson,68,Wagner,75,Loss
2/6/14,E Illinois,91,TN Martin,79,Win
2/6/14,TN Martin,79,E Illinois,91,Loss
2/6/14,Bradley,63,Loyola-Chicago,54,Win
2/6/14,Loyola-Chicago,54,Bradley,63,Loss
2/6/14,Louisiana Tech,66,Tulsa,61,Win
2/6/14,Tulsa,61,Louisiana Tech,66,Loss
2/6/14,Cent Arkansas,85,SE Louisiana,71,Win
2/6/14,SE Louisiana,71,Cent Arkansas,85,Loss
2/6/14,Florida Intl,78,UAB,73,Win
2/6/14,UAB,73,Florida Intl,78,Loss
2/6/14,Robert Morris,65,Long Island,56,Win
2/6/14,Long Island,56,Robert Morris,65,Loss
2/6/14,Elon,72,UNC Greensboro,66,Win
2/6/14,UNC Greensboro,66,Elon,72,Loss
2/6/14,Middle Tenn St,67,FL Atlantic,63,Win
2/6/14,FL Atlantic,63,Middle Tenn St,67,Loss
2/6/14,Davidson,109,Samford,88,Win
2/6/14,Samford,88,Davidson,109,Loss
2/6/14,St Francis NY,78,St Francis PA,52,Win
2/6/14,St Francis PA,52,St Francis NY,78,Loss
2/6/14,Cleveland St,92,Oakland,85,Win
2/6/14,Oakland,85,Cleveland St,92,Loss
2/6/14,Mt St Mary's,73,Sacred Heart,60,Win
2/6/14,Sacred Heart,60,Mt St Mary's,73,Loss
2/7/14,Manhattan,84,Canisius,73,Win
2/7/14,Canisius,73,Manhattan,84,Loss
2/7/14,Mercer,75,Kennesaw,68,Win
2/7/14,Kennesaw,68,Mercer,75,Loss
2/7/14,Iona,90,Niagara,89,Win
2/7/14,Niagara,89,Iona,90,Loss
2/7/14,St Peter's,66,Siena,53,Win
2/7/14,Siena,53,St Peter's,66,Loss
2/7/14,Detroit,59,Valparaiso,57,Win
2/7/14,Valparaiso,57,Detroit,59,Loss
2/7/14,Creighton,78,DePaul,66,Win
2/7/14,DePaul,66,Creighton,78,Loss
2/7/14,Tulane,64,Charlotte,63,Win
2/7/14,Charlotte,63,Tulane,64,Loss
2/7/14,Fairfield,60,Monmouth NJ,56,Win
2/7/14,Monmouth NJ,56,Fairfield,60,Loss
2/7/14,Penn,90,Cornell,83,Win
2/7/14,Cornell,83,Penn,90,Loss
2/7/14,Columbia,53,Princeton,52,Win
2/7/14,Princeton,52,Columbia,53,Loss
2/7/14,Southern Miss,60,Marshall,57,Win
2/7/14,Marshall,57,Southern Miss,60,Loss
2/7/14,Villanova,70,Seton Hall,53,Win
2/7/14,Seton Hall,53,Villanova,70,Loss
2/7/14,Yale,67,Dartmouth,54,Win
2/7/14,Dartmouth,54,Yale,67,Loss
2/7/14,Harvard,52,Brown,45,Win
2/7/14,Brown,45,Harvard,52,Loss
2/8/14,Chicago St,81,Missouri KC,74,Win
2/8/14,Missouri KC,74,Chicago St,81,Loss
2/8/14,Tennessee Tech,72,Jacksonville St,60,Win
2/8/14,Jacksonville St,60,Tennessee Tech,72,Loss
2/8/14,Duke,89,Boston College,68,Win
2/8/14,Boston College,68,Duke,89,Loss
2/8/14,Jackson St,71,Alcorn St,61,Win
2/8/14,Alcorn St,61,Jackson St,71,Loss
2/8/14,Xavier,59,Providence,53,Win
2/8/14,Providence,53,Xavier,59,Loss
2/8/14,S Dakota St,83,IUPUI,59,Win
2/8/14,IUPUI,59,S Dakota St,83,Loss
2/8/14,Incarnate Word,89,Houston Bap,82,Win
2/8/14,Houston Bap,82,Incarnate Word,89,Loss
2/8/14,Southern Univ,104,Grambling,54,Win
2/8/14,Grambling,54,Southern Univ,104,Loss
2/8/14,Ohio St,67,Purdue,49,Win
2/8/14,Purdue,49,Ohio St,67,Loss
2/8/14,Brown,75,Dartmouth,62,Win
2/8/14,Dartmouth,62,Brown,75,Loss
2/8/14,Yale,74,Harvard,67,Win
2/8/14,Harvard,67,Yale,74,Loss
2/8/14,Ark Pine Bluff,64,Alabama A&M,61,Win
2/8/14,Alabama A&M,61,Ark Pine Bluff,64,Loss
2/8/14,Oklahoma,88,Baylor,72,Win
2/8/14,Baylor,72,Oklahoma,88,Loss
2/8/14,Hampton,63,Howard,47,Win
2/8/14,Howard,47,Hampton,63,Loss
2/8/14,Denver,75,South Dakota,67,Win
2/8/14,South Dakota,67,Denver,75,Loss
2/8/14,SC Upstate,76,N Kentucky,59,Win
2/8/14,N Kentucky,59,SC Upstate,76,Loss
2/8/14,S Illinois,72,Missouri St,54,Win
2/8/14,Missouri St,54,S Illinois,72,Loss
2/8/14,Norfolk St,64,Morgan St,53,Win
2/8/14,Morgan St,53,Norfolk St,64,Loss
2/8/14,Coppin St,58,MD E Shore,50,Win
2/8/14,MD E Shore,50,Coppin St,58,Loss
2/8/14,NC A&T,84,Florida A&M,78,Win
2/8/14,Florida A&M,78,NC A&T,84,Loss
2/8/14,NC Central,77,Bethune-Cookman,54,Win
2/8/14,Bethune-Cookman,54,NC Central,77,Loss
2/8/14,TAM C. Christi,71,Abilene Chr,69,Win
2/8/14,Abilene Chr,69,TAM C. Christi,71,Loss
2/8/14,Navy,79,Army,57,Win
2/8/14,Army,57,Navy,79,Loss
2/8/14,Kansas,83,West Virginia,69,Win
2/8/14,West Virginia,69,Kansas,83,Loss
2/8/14,Delaware St,61,S Carolina St,53,Win
2/8/14,S Carolina St,53,Delaware St,61,Loss
2/8/14,Winthrop,88,Campbell,62,Win
2/8/14,Campbell,62,Winthrop,88,Loss
2/8/14,St Louis,65,La Salle,63,Win
2/8/14,La Salle,63,St Louis,65,Loss
2/8/14,New Orleans,88,Cent Arkansas,79,Win
2/8/14,Cent Arkansas,79,New Orleans,88,Loss
2/8/14,Sam Houston St,84,Lamar,70,Win
2/8/14,Lamar,70,Sam Houston St,84,Loss
2/8/14,N Dakota St,69,IPFW,58,Win
2/8/14,IPFW,58,N Dakota St,69,Loss
2/8/14,St Francis PA,74,Long Island,58,Win
2/8/14,Long Island,58,St Francis PA,74,Loss
2/8/14,Bryant,78,Mt St Mary's,75,Win
2/8/14,Mt St Mary's,75,Bryant,78,Loss
2/8/14,Mississippi,91,Missouri,88,Win
2/8/14,Missouri,88,Mississippi,91,Loss
2/8/14,Arizona St,74,Oregon,72,Win
2/8/14,Oregon,72,Arizona St,74,Loss
2/8/14,Davidson,65,Furman,50,Win
2/8/14,Furman,50,Davidson,65,Loss
2/8/14,Edwardsville,84,TN Martin,78,Win
2/8/14,TN Martin,78,Edwardsville,84,Loss
2/8/14,Wichita St,82,Northern Iowa,73,Win
2/8/14,Northern Iowa,73,Wichita St,82,Loss
2/8/14,North Dakota,80,Idaho St,75,Win
2/8/14,Idaho St,75,North Dakota,80,Loss
2/8/14,Montana St,69,Portland St,64,Win
2/8/14,Portland St,64,Montana St,69,Loss
2/8/14,SMU,76,Cincinnati,55,Win
2/8/14,Cincinnati,55,SMU,76,Loss
2/8/14,Prairie View,85,TX Southern,77,Win
2/8/14,TX Southern,77,Prairie View,85,Loss
2/8/14,Grand Canyon,79,CS Bakersfield,70,Win
2/8/14,CS Bakersfield,70,Grand Canyon,79,Loss
2/8/14,Memphis,60,Gonzaga,54,Win
2/8/14,Gonzaga,54,Memphis,60,Loss
2/8/14,Weber St,79,N Colorado,65,Win
2/8/14,N Colorado,65,Weber St,79,Loss
2/8/14,New Mexico St,92,Seattle,77,Win
2/8/14,Seattle,77,New Mexico St,92,Loss
2/8/14,UC Irvine,61,UC Davis,59,Win
2/8/14,UC Davis,59,UC Irvine,61,Loss
2/8/14,Hawaii,69,Cal Poly SLO,60,Win
2/8/14,Cal Poly SLO,60,Hawaii,69,Loss
2/8/14,UCLA,83,USC,73,Win
2/8/14,USC,73,UCLA,83,Loss
2/8/14,San Diego St,73,Nevada,58,Win
2/8/14,Nevada,58,San Diego St,73,Loss
2/8/14,Texas Tech,65,Oklahoma St,61,Win
2/8/14,Oklahoma St,61,Texas Tech,65,Loss
2/8/14,Idaho,70,TX Pan American,63,Win
2/8/14,TX Pan American,63,Idaho,70,Loss
2/8/14,Long Beach St,88,UC Riverside,76,Win
2/8/14,UC Riverside,76,Long Beach St,88,Loss
2/8/14,FL Gulf Coast,73,North Florida,46,Win
2/8/14,North Florida,46,FL Gulf Coast,73,Loss
2/8/14,SF Austin,74,McNeese St,54,Win
2/8/14,McNeese St,54,SF Austin,74,Loss
2/8/14,Rutgers,79,South Florida,69,Win
2/8/14,South Florida,69,Rutgers,79,Loss
2/8/14,Wofford,77,Citadel,56,Win
2/8/14,Citadel,56,Wofford,77,Loss
2/8/14,FL Atlantic,82,UAB,71,Win
2/8/14,UAB,71,FL Atlantic,82,Loss
2/8/14,Elon,60,Ga Southern,59,Win
2/8/14,Ga Southern,59,Elon,60,Loss
2/8/14,Samford,92,Chattanooga,85,Win
2/8/14,Chattanooga,85,Samford,92,Loss
2/8/14,Louisiana Tech,90,North Texas,75,Win
2/8/14,North Texas,75,Louisiana Tech,90,Loss
2/8/14,Georgia,62,Texas A&M,50,Win
2/8/14,Texas A&M,50,Georgia,62,Loss
2/8/14,Minnesota,66,Indiana,60,Win
2/8/14,Indiana,60,Minnesota,66,Loss
2/8/14,Montana,82,E Washington,77,Win
2/8/14,E Washington,77,Montana,82,Loss
2/8/14,Northwestern LA,86,Nicholls St,73,Win
2/8/14,Nicholls St,73,Northwestern LA,86,Loss
2/8/14,Alabama St,75,MS Valley St,70,Win
2/8/14,MS Valley St,70,Alabama St,75,Loss
2/8/14,Utah,81,Washington St,63,Win
2/8/14,Washington St,63,Utah,81,Loss
2/8/14,Oral Roberts,71,SE Louisiana,54,Win
2/8/14,SE Louisiana,54,Oral Roberts,71,Loss
2/8/14,Murray St,73,Tennessee St,65,Win
2/8/14,Tennessee St,65,Murray St,73,Loss
2/8/14,St Joseph's PA,69,VA Commonwealth,62,Win
2/8/14,VA Commonwealth,62,St Joseph's PA,69,Loss
2/8/14,Stetson,73,Jacksonville,68,Win
2/8/14,Jacksonville,68,Stetson,73,Loss
2/8/14,Georgetown,71,Butler,63,Win
2/8/14,Butler,63,Georgetown,71,Loss
2/8/14,W Kentucky,79,Ark Little Rock,78,Win
2/8/14,Ark Little Rock,78,W Kentucky,79,Loss
2/8/14,Nebraska,53,Northwestern,49,Win
2/8/14,Northwestern,49,Nebraska,53,Loss
2/8/14,Hofstra,61,UNC Wilmington,52,Win
2/8/14,UNC Wilmington,52,Hofstra,61,Loss
2/8/14,Gardner Webb,80,High Point,76,Win
2/8/14,High Point,76,Gardner Webb,80,Loss
2/8/14,Colgate,63,American Univ,60,Win
2/8/14,American Univ,60,Colgate,63,Loss
2/8/14,W Carolina,84,Appalachian St,75,Win
2/8/14,Appalachian St,75,W Carolina,84,Loss
2/8/14,Tulsa,66,Rice,56,Win
2/8/14,Rice,56,Tulsa,66,Loss
2/8/14,Cleveland St,72,Wright St,68,Win
2/8/14,Wright St,68,Cleveland St,72,Loss
2/8/14,VMI,92,Charleston So,84,Win
2/8/14,Charleston So,84,VMI,92,Loss
2/8/14,Kansas St,74,Texas,57,Win
2/8/14,Texas,57,Kansas St,74,Loss
2/8/14,Kentucky,69,Mississippi St,59,Win
2/8/14,Mississippi St,59,Kentucky,69,Loss
2/8/14,ULL,67,Texas St,66,Win
2/8/14,Texas St,66,ULL,67,Loss
2/8/14,ETSU,96,Lipscomb,88,Win
2/8/14,Lipscomb,88,ETSU,96,Loss
2/8/14,Central Conn,91,F Dickinson,86,Win
2/8/14,F Dickinson,86,Central Conn,91,Loss
2/8/14,Belmont,93,Austin Peay,68,Win
2/8/14,Austin Peay,68,Belmont,93,Loss
2/8/14,North Carolina,73,Notre Dame,62,Win
2/8/14,Notre Dame,62,North Carolina,73,Loss
2/8/14,Virginia,64,Georgia Tech,45,Win
2/8/14,Georgia Tech,45,Virginia,64,Loss
2/8/14,William & Mary,82,Northeastern,70,Win
2/8/14,Northeastern,70,William & Mary,82,Loss
2/8/14,Boston Univ,88,Lafayette,54,Win
2/8/14,Lafayette,54,Boston Univ,88,Loss
2/8/14,Hartford,67,Albany NY,54,Win
2/8/14,Albany NY,54,Hartford,67,Loss
2/8/14,Morehead St,86,E Kentucky,79,Win
2/8/14,E Kentucky,79,Morehead St,86,Loss
2/8/14,Florida,78,Alabama,69,Win
2/8/14,Alabama,69,Florida,78,Loss
2/8/14,G Washington,93,Fordham,67,Win
2/8/14,Fordham,67,G Washington,93,Loss
2/8/14,Towson,68,Col Charleston,61,Win
2/8/14,Col Charleston,61,Towson,68,Loss
2/8/14,UTEP,63,Old Dominion,49,Win
2/8/14,Old Dominion,49,UTEP,63,Loss
2/8/14,Pittsburgh,62,Virginia Tech,57,Win
2/8/14,Virginia Tech,57,Pittsburgh,62,Loss
2/8/14,Drexel,78,James Madison,60,Win
2/8/14,James Madison,60,Drexel,78,Loss
2/8/14,Buffalo,79,C Michigan,70,Win
2/8/14,C Michigan,70,Buffalo,79,Loss
2/8/14,Princeton,69,Cornell,48,Win
2/8/14,Cornell,48,Princeton,69,Loss
2/8/14,East Carolina,81,UT San Antonio,71,Win
2/8/14,UT San Antonio,71,East Carolina,81,Loss
2/8/14,Penn,68,Columbia,60,Win
2/8/14,Columbia,60,Penn,68,Loss
2/8/14,Ohio,82,Miami OH,75,Win
2/8/14,Miami OH,75,Ohio,82,Loss
2/8/14,BYU,68,San Francisco,63,Win
2/8/14,San Francisco,63,BYU,68,Loss
2/8/14,Fresno St,82,San Jose St,56,Win
2/8/14,San Jose St,56,Fresno St,82,Loss
2/8/14,Maryland,83,Florida St,71,Win
2/8/14,Florida St,71,Maryland,83,Loss
2/8/14,SE Missouri St,74,E Illinois,68,Win
2/8/14,E Illinois,68,SE Missouri St,74,Loss
2/8/14,Santa Clara,69,San Diego,63,Win
2/8/14,San Diego,63,Santa Clara,69,Loss
2/8/14,New Hampshire,73,Stony Brook,69,Win
2/8/14,Stony Brook,69,New Hampshire,73,Loss
2/8/14,Robert Morris,72,St Francis NY,50,Win
2/8/14,St Francis NY,50,Robert Morris,72,Loss
2/8/14,NE Omaha,71,W Illinois,60,Win
2/8/14,W Illinois,60,NE Omaha,71,Loss
2/8/14,WI Milwaukee,73,WI Green Bay,63,Win
2/8/14,WI Green Bay,63,WI Milwaukee,73,Loss
2/8/14,Pacific,82,Loy Marymount,72,Win
2/8/14,Loy Marymount,72,Pacific,82,Loss
2/8/14,LSU,87,Auburn,80,Win
2/8/14,Auburn,80,LSU,87,Loss
2/8/14,Iowa St,84,TCU,69,Win
2/8/14,TCU,69,Iowa St,84,Loss
2/8/14,Arkansas,77,Vanderbilt,75,Win
2/8/14,Vanderbilt,75,Arkansas,77,Loss
2/8/14,Dayton,72,St Bonaventure,69,Win
2/8/14,St Bonaventure,69,Dayton,72,Loss
2/8/14,CS Northridge,92,CS Fullerton,83,Win
2/8/14,CS Fullerton,83,CS Northridge,92,Loss
2/8/14,UNLV,48,Wyoming,46,Win
2/8/14,Wyoming,46,UNLV,48,Loss
2/8/14,Tennessee,72,South Carolina,53,Win
2/8/14,South Carolina,53,Tennessee,72,Loss
2/8/14,St Mary's CA,69,Pepperdine,67,Win
2/8/14,Pepperdine,67,St Mary's CA,69,Loss
2/8/14,George Mason,74,Duquesne,68,Win
2/8/14,Duquesne,68,George Mason,74,Loss
2/8/14,Binghamton,73,Maine,58,Win
2/8/14,Maine,58,Binghamton,73,Loss
2/8/14,Middle Tenn St,70,Florida Intl,68,Win
2/8/14,Florida Intl,68,Middle Tenn St,70,Loss
2/8/14,E Michigan,70,Kent,53,Win
2/8/14,Kent,53,E Michigan,70,Loss
2/8/14,Utah St,76,Boise St,70,Win
2/8/14,Boise St,70,Utah St,76,Loss
2/8/14,Coastal Car,67,Longwood,58,Win
2/8/14,Longwood,58,Coastal Car,67,Loss
2/8/14,Toledo,80,Ball St,73,Win
2/8/14,Ball St,73,Toledo,80,Loss
2/8/14,Colorado St,68,Air Force,56,Win
2/8/14,Air Force,56,Colorado St,68,Loss
2/8/14,Iowa,85,Michigan,67,Win
2/8/14,Michigan,67,Iowa,85,Loss
2/8/14,Radford,83,Presbyterian,66,Win
2/8/14,Presbyterian,66,Radford,83,Loss
2/8/14,Northern Arizona,64,Southern Utah,57,Win
2/8/14,Southern Utah,57,Northern Arizona,64,Loss
2/8/14,Wagner,62,Sacred Heart,55,Win
2/8/14,Sacred Heart,55,Wagner,62,Loss
2/8/14,Quinnipiac,82,Rider,61,Win
2/8/14,Rider,61,Quinnipiac,82,Loss
2/8/14,MA Lowell,71,UMBC,61,Win
2/8/14,UMBC,61,MA Lowell,71,Loss
2/8/14,Lehigh,66,Loyola MD,52,Win
2/8/14,Loyola MD,52,Lehigh,66,Loss
2/8/14,UNC Asheville,75,Liberty,72,Win
2/8/14,Liberty,72,UNC Asheville,75,Loss
2/8/14,NC State,56,Miami FL,55,Win
2/8/14,Miami FL,55,NC State,56,Loss
2/9/14,Massachusetts,73,Rhode Island,68,Win
2/9/14,Rhode Island,68,Massachusetts,73,Loss
2/9/14,Loyola-Chicago,79,Illinois St,69,Win
2/9/14,Illinois St,69,Loyola-Chicago,79,Loss
2/9/14,Illinois,60,Penn St,55,Win
2/9/14,Penn St,55,Illinois,60,Loss
2/9/14,Valparaiso,63,Oakland,60,Win
2/9/14,Oakland,60,Valparaiso,63,Loss
2/9/14,Indiana St,60,Drake,56,Win
2/9/14,Drake,56,Indiana St,60,Loss
2/9/14,W Michigan,74,N Illinois,71,Win
2/9/14,N Illinois,71,W Michigan,74,Loss
2/9/14,St John's,70,Creighton,65,Win
2/9/14,Creighton,65,St John's,70,Loss
2/9/14,Colorado,91,Washington,65,Win
2/9/14,Washington,65,Colorado,91,Loss
2/9/14,Arizona,76,Oregon St,54,Win
2/9/14,Oregon St,54,Arizona,76,Loss
2/9/14,Syracuse,57,Clemson,44,Win
2/9/14,Clemson,44,Syracuse,57,Loss
2/9/14,Connecticut,75,UCF,55,Win
2/9/14,UCF,55,Connecticut,75,Loss
2/9/14,Tulane,68,Marshall,65,Win
2/9/14,Marshall,65,Tulane,68,Loss
2/9/14,Akron,65,Bowling Green,63,Win
2/9/14,Bowling Green,63,Akron,65,Loss
2/9/14,Bradley,83,Evansville,66,Win
2/9/14,Evansville,66,Bradley,83,Loss
2/9/14,Holy Cross,66,Bucknell,50,Win
2/9/14,Bucknell,50,Holy Cross,66,Loss
2/9/14,Detroit,83,Youngstown St,81,Win
2/9/14,Youngstown St,81,Detroit,83,Loss
2/9/14,Houston,88,Temple,74,Win
2/9/14,Temple,74,Houston,88,Loss
2/9/14,Southern Miss,81,Charlotte,64,Win
2/9/14,Charlotte,64,Southern Miss,81,Loss
2/9/14,St Peter's,61,Monmouth NJ,50,Win
2/9/14,Monmouth NJ,50,St Peter's,61,Loss
2/9/14,Iona,101,Canisius,91,Win
2/9/14,Canisius,91,Iona,101,Loss
2/9/14,Wisconsin,60,Michigan St,58,Win
2/9/14,Michigan St,58,Wisconsin,60,Loss
2/9/14,Manhattan,78,Niagara,77,Win
2/9/14,Niagara,77,Manhattan,78,Loss
2/10/14,Southern Univ,68,Jackson St,63,Win
2/10/14,Jackson St,63,Southern Univ,68,Loss
2/10/14,Alabama A&M,91,MS Valley St,82,Win
2/10/14,MS Valley St,82,Alabama A&M,91,Loss
2/10/14,Ark Pine Bluff,76,Alabama St,71,Win
2/10/14,Alabama St,71,Ark Pine Bluff,76,Loss
2/10/14,Hampton,71,MD E Shore,65,Win
2/10/14,MD E Shore,65,Hampton,71,Loss
2/10/14,Arkansas St,72,W Kentucky,58,Win
2/10/14,W Kentucky,58,Arkansas St,72,Loss
2/10/14,Grambling,95,Alcorn St,80,Win
2/10/14,Alcorn St,80,Grambling,95,Loss
2/10/14,UNC Wilmington,66,Towson,53,Win
2/10/14,Towson,53,UNC Wilmington,66,Loss
2/10/14,SC Upstate,75,ETSU,63,Win
2/10/14,ETSU,63,SC Upstate,75,Loss
2/10/14,CS Sacramento,68,Southern Utah,56,Win
2/10/14,Southern Utah,56,CS Sacramento,68,Loss
2/10/14,Miami FL,77,Florida St,73,Win
2/10/14,Florida St,73,Miami FL,77,Loss
2/10/14,Kansas St,85,Kansas,82,Win
